com.samsung.shealth.badge,6320001,1
,2025-06-10 00:00:00.000,,,1,,2025-06-09 22:54:49.032,2025-06-09 22:54:49.032,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2025-06-10 00:00:00.000,bad29b88-9da6-46de-acb9-f662f1bb3699,
1,2025-06-23 15:00:00.000,,,1,,2025-06-23 23:30:12.590,2025-06-23 23:30:12.590,,sleep_excellent_sleep,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,,Sleep.Goal,2025-06-24 14:59:59.999,bec2d2d9-8380-4635-9ebb-98aeba7cd24c,
,2025-06-24 00:00:00.000,,,1,,2025-06-23 23:30:17.696,2025-06-23 23:30:17.696,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2025-06-24 00:00:00.000,1faa22e6-79e2-4ea4-9823-c3a2e28e77a4,
1,2025-07-07 15:00:00.000,,,1,,2025-07-07 23:00:01.526,2025-07-07 23:00:01.526,,sleep_excellent_sleep,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,,Sleep.Goal,2025-07-08 14:59:59.999,6a044880-560e-4b8c-94e7-4e27cd8819a5,
,2025-07-08 00:00:00.000,,,1,,2025-07-07 23:00:06.548,2025-07-07 23:00:06.548,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2025-07-08 00:00:00.000,2ca4fb8d-9fb5-4cec-ad3e-b52fff282315,
1,2025-08-05 15:00:00.000,,,1,,2025-08-05 22:08:23.415,2025-08-05 22:08:23.415,,sleep_excellent_sleep,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,,Sleep.Goal,2025-08-06 14:59:59.999,f6af8638-8143-4777-88b0-ac507a4401fc,
,2025-08-13 00:00:00.000,,,1,,2025-08-12 23:13:39.337,2025-08-12 23:13:39.337,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2025-08-13 00:00:00.000,c49c0dcd-1693-4fb8-9559-03cad6a5f060,
,2025-08-20 00:00:00.000,,,1,,2025-08-19 23:02:00.848,2025-08-19 23:02:00.848,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2025-08-20 00:00:00.000,3f9e1863-9632-45fc-a962-f6b7cbf935da,
1,2025-08-21 15:00:00.000,,,1,,2025-08-21 23:11:46.002,2025-08-21 23:11:46.002,,sleep_excellent_sleep,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,,Sleep.Goal,2025-08-22 14:59:59.999,4ba8e62f-485b-4b7b-bcce-d79f6762375e,
,2025-08-22 00:00:00.000,,,1,,2025-08-21 23:11:48.300,2025-08-21 23:11:48.300,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2025-08-22 00:00:00.000,70b5f925-6b26-4895-884f-4f2b3beca33a,
,2025-08-24 00:00:00.000,,,1,,2025-08-23 23:43:45.851,2025-08-23 23:43:45.851,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2025-08-24 00:00:00.000,ddfb1010-9c61-4641-8dbb-d92db240e04c,
1,2025-09-09 15:00:00.000,,,1,,2025-09-09 22:59:37.838,2025-09-09 22:59:37.838,,sleep_excellent_sleep,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,,Sleep.Goal,2025-09-10 14:59:59.999,0b75b3a7-f2a9-4081-950f-f07f8665751b,
,2025-09-27 00:00:00.000,,,1,,2025-09-26 22:43:59.671,2025-09-26 22:43:59.671,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2025-09-27 00:00:00.000,cedbcc00-ce33-4154-a11a-504c55bba8c0,
55121,2025-09-28 02:56:19.662,1002,,2,,2025-09-28 02:56:25.679,2025-09-28 02:56:25.679,,running_100K_accumulated,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,ac009454-98e7-4e29-851e-af95183cfed3,tracker.exercise,2025-09-28 02:56:25.662,de118dcf-af56-40f8-9398-8b3031778d85,
23507,2025-09-28 02:56:19.692,11007,,2,,2025-09-28 02:56:25.705,2025-09-28 02:56:25.705,,cycling_goal_200K_accumulated,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,69d48d49-1b80-48db-a045-e65c1d1f063e,tracker.exercise,2025-09-28 02:56:25.692,93416e85-ab32-423e-9e78-7c059f5fb4cc,
,2025-10-01 00:00:00.000,,,1,,2025-09-30 23:09:07.560,2025-09-30 23:09:07.560,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2025-10-01 00:00:00.000,421bdf0a-cda0-4bfa-94ca-989176ce9604,
1,2025-10-01 15:00:00.000,,,1,,2025-10-01 23:25:21.653,2025-10-01 23:25:21.653,,sleep_excellent_sleep,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,,Sleep.Goal,2025-10-02 14:59:59.999,b859e0cb-608d-4405-8a39-0c9d75ba772f,
,2025-10-02 00:00:00.000,,,1,,2025-10-01 23:25:23.401,2025-10-01 23:25:23.401,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2025-10-02 00:00:00.000,c5e8300e-a919-459a-b8db-fa8bcf0667b9,
,2025-10-09 06:31:22.261,1001,,1,,2025-10-09 06:41:41.663,2025-10-09 06:41:41.663,,exercise_goal_first_achieve,,,UTC+0900,,SiE8w+zjCP,com.sec.android.app.shealth,c72dd816-61b1-412c-9877-ceb5f7f0b089,tracker.exercise,2025-10-09 06:41:24.961,188d4f0b-c43a-4402-96e1-1c750c81fa5f,
1,2025-10-10 15:00:00.000,,,1,,2025-10-10 23:18:13.643,2025-10-10 23:18:13.643,,sleep_excellent_sleep,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,,Sleep.Goal,2025-10-11 14:59:59.999,08cafca3-35ab-439d-a54e-01d6e7810574,
,2025-10-11 00:00:00.000,,,1,,2025-10-10 23:18:16.906,2025-10-10 23:18:16.906,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2025-10-11 00:00:00.000,e0915c7f-eefb-4f19-8821-0d3216e31cd3,
1,2025-10-22 15:00:00.000,,,1,,2025-10-22 23:00:08.135,2025-10-22 23:00:08.135,,sleep_excellent_sleep,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,,Sleep.Goal,2025-10-23 14:59:59.999,c9cce971-2974-42d3-9901-d84e10af73f6,
1,2025-10-27 15:00:00.000,,,1,,2025-10-27 23:01:52.291,2025-10-27 23:01:52.291,,sleep_excellent_sleep,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,,Sleep.Goal,2025-10-28 14:59:59.999,89df082e-9bce-4f14-9dc0-8de5b0fc9c50,
1,2025-10-28 15:00:00.000,,,1,,2025-10-28 20:41:40.249,2025-10-28 20:41:40.249,,sleep_excellent_sleep,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,,Sleep.Goal,2025-10-29 14:59:59.999,f91ed603-3ca9-4fdd-a753-c251aa8c4023,
,2025-10-29 00:00:00.000,,,1,,2025-10-28 20:41:41.975,2025-10-28 20:41:41.975,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2025-10-29 00:00:00.000,cc4187f0-19fc-4ba9-b48d-563a57c45dc9,
1,2025-10-31 15:00:00.000,,,1,,2025-10-31 23:54:50.838,2025-10-31 23:54:50.838,,sleep_excellent_sleep,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,,Sleep.Goal,2025-11-01 14:59:59.999,16da8fa8-71f7-4234-b072-8884e84750ea,
1,2025-11-03 15:00:00.000,,,1,,2025-11-03 23:18:41.426,2025-11-03 23:18:41.426,,sleep_excellent_sleep,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,,Sleep.Goal,2025-11-04 14:59:59.999,5df01ae9-30a4-42ec-8653-63966ee0a828,
1,2025-11-04 15:00:00.000,,,1,,2025-11-04 23:11:29.101,2025-11-04 23:11:29.101,,sleep_excellent_sleep,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,,Sleep.Goal,2025-11-05 14:59:59.999,c58efd0e-c06b-49b0-ba5b-ede40109e945,
1,2025-11-05 15:00:00.000,,,1,,2025-11-05 23:30:11.429,2025-11-05 23:30:11.429,,sleep_excellent_sleep,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,,Sleep.Goal,2025-11-06 14:59:59.999,c1de7851-eeb8-4aba-ac22-cd5979ab346a,
,2025-11-06 00:00:00.000,,,1,,2025-11-05 23:30:13.502,2025-11-05 23:30:13.502,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2025-11-06 00:00:00.000,0eed10fe-7d6b-4aa3-8b56-a85ca0194d86,
,2025-11-07 00:00:00.000,,,1,,2025-11-06 23:24:01.213,2025-11-06 23:24:01.213,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2025-11-07 00:00:00.000,cddd3ad0-fa4a-4df2-8645-5a5350249656,
,2025-11-09 00:00:00.000,,,1,,2025-11-08 22:47:29.780,2025-11-08 22:47:29.780,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2025-11-09 00:00:00.000,cb024db9-5e36-4c44-bebe-056628ebe782,
1,2025-11-17 15:00:00.000,,,1,,2025-11-17 22:52:35.040,2025-11-17 22:52:35.040,,sleep_excellent_sleep,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,,Sleep.Goal,2025-11-18 14:59:59.999,2a7cf45d-8b42-4e09-8328-894f1ee907ca,
,2025-11-18 00:00:00.000,,,1,,2025-11-17 22:52:37.665,2025-11-17 22:52:37.665,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2025-11-18 00:00:00.000,a48a2bb8-0673-4738-819f-14cbe2e2b7ab,
,2025-11-20 00:00:00.000,,,1,,2025-11-19 21:54:46.304,2025-11-19 21:54:46.304,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2025-11-20 00:00:00.000,f8ab1ccf-d680-43f4-b0e9-ceaf415d54ac,
1,2025-11-20 15:00:00.000,,,1,,2025-11-20 22:50:19.270,2025-11-20 22:50:19.270,,sleep_excellent_sleep,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,,Sleep.Goal,2025-11-21 14:59:59.999,5a218a1f-919b-4490-b22e-ad0cdf3f82b9,
,2025-11-27 00:00:00.000,,,1,,2025-11-26 22:05:48.505,2025-11-26 22:05:48.505,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2025-11-27 00:00:00.000,b27e98ee-44f7-49ca-a2a0-2e57c0c3ebc3,
,2025-12-02 00:00:00.000,,,1,,2025-12-01 23:41:09.021,2025-12-01 23:41:09.021,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2025-12-02 00:00:00.000,64e2e5f1-6845-4840-a788-2ce32b921754,
1,2025-12-04 15:00:00.000,,,1,,2025-12-04 23:00:13.627,2025-12-04 23:00:13.627,,sleep_excellent_sleep,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,,Sleep.Goal,2025-12-05 14:59:59.999,6a598cec-d2ac-4158-9fb5-05cefa0717ee,
,2025-12-05 00:00:00.000,,,1,,2025-12-04 23:00:15.761,2025-12-04 23:00:15.761,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2025-12-05 00:00:00.000,80635ad6-5bfb-4e27-b07e-848869c00af8,
1,2025-12-05 15:00:00.000,,,1,,2025-12-06 00:00:19.976,2025-12-06 00:00:19.976,,sleep_excellent_sleep,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,,Sleep.Goal,2025-12-06 14:59:59.999,5add15a9-dbff-489b-b32c-30a6801e274e,
,2025-12-06 00:00:00.000,,,1,,2025-12-06 00:00:23.230,2025-12-06 00:00:23.230,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2025-12-06 00:00:00.000,bc4d8af0-2ff6-49d8-9d99-035b87aa7626,
,2025-12-26 00:00:00.000,,,1,,2025-12-25 22:47:12.117,2025-12-25 22:47:12.117,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2025-12-26 00:00:00.000,bad50977-ab33-4b37-af00-725c89c3720c,
,2026-01-11 00:00:00.000,,,1,,2026-01-10 23:38:23.039,2026-01-10 23:38:23.039,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2026-01-11 00:00:00.000,3e113cde-9d80-4413-a155-aeb8d0929960,
1,2026-01-12 15:00:00.000,,,1,,2026-01-12 23:30:12.428,2026-01-12 23:30:12.428,,sleep_excellent_sleep,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,,Sleep.Goal,2026-01-13 14:59:59.999,674a07bc-dc94-499e-8dea-315aa6f72194,
,2026-02-14 00:00:00.000,,,1,,2026-02-13 23:55:48.262,2026-02-13 23:55:48.262,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2026-02-14 00:00:00.000,810a2ea1-41ec-42bc-948b-9800e5a59e68,
,2026-02-16 00:00:00.000,,,1,,2026-02-15 22:40:32.122,2026-02-15 22:40:32.122,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2026-02-16 00:00:00.000,4f5fadbc-17e2-44df-892b-1ffb79831f2e,
,2026-02-20 00:00:00.000,,,1,,2026-02-19 23:26:51.896,2026-02-19 23:26:51.896,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2026-02-20 00:00:00.000,3f0a03b0-923f-4ae0-84a5-946f6d0311eb,
1,2026-02-25 15:00:00.000,,,1,,2026-02-25 22:38:41.235,2026-02-25 22:38:41.235,,sleep_excellent_sleep,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,,Sleep.Goal,2026-02-26 14:59:59.999,f3ff1620-6276-40df-86d0-4852d1efc0bb,
1,2026-03-03 15:00:00.000,,,1,,2026-03-03 23:18:18.976,2026-03-03 23:18:18.976,,sleep_excellent_sleep,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,,Sleep.Goal,2026-03-04 14:59:59.999,fccfa312-cd40-4585-87e3-062eef5053e9,
,2024-01-18 00:00:00.000,,,1,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,2026-03-04 17:59:57.852,2026-03-04 17:59:57.852,,sleep_coaching_completion_lion,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,Sleep.Goal,2024-02-07 00:00:00.000,12085b15-1f69-47f9-87c0-45b437a161aa,
1,2026-03-11 15:00:00.000,,,1,,2026-03-11 23:25:45.777,2026-03-11 23:25:45.777,,sleep_excellent_sleep,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,,Sleep.Goal,2026-03-12 14:59:59.999,7c2912b5-81d0-48a3-82eb-454524945b71,
1,2026-03-18 15:00:00.000,,,1,,2026-03-18 23:00:20.565,2026-03-18 23:00:20.565,,sleep_excellent_sleep,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,,Sleep.Goal,2026-03-19 14:59:59.999,76bc1b87-d770-4bb6-bc4c-f611139762f5,
,2026-03-29 00:00:00.000,,,1,,2026-03-28 22:06:12.154,2026-03-28 22:06:12.154,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2026-03-29 00:00:00.000,44f892a8-2ef2-485e-a088-4a8ca84818f6,
1,2026-03-31 15:00:00.000,,,1,,2026-03-31 21:42:27.914,2026-03-31 21:42:27.914,,sleep_excellent_sleep,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,,Sleep.Goal,2026-04-01 14:59:59.999,da5d5948-6c0f-47a2-9040-cbc01adec0bf,
,2026-04-05 00:00:00.000,,,1,,2026-04-04 23:17:59.689,2026-04-04 23:17:59.689,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2026-04-05 00:00:00.000,d7031e79-ec58-4fcb-b58e-4af039c9ec43,
,2026-04-08 00:00:00.000,,,1,,2026-04-07 21:32:29.078,2026-04-07 21:32:29.078,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2026-04-08 00:00:00.000,92c2f44b-3e82-4c86-83a4-ea2697ba016d,
1,2026-04-12 15:00:00.000,,,1,,2026-04-12 23:30:44.898,2026-04-12 23:30:44.898,,sleep_excellent_sleep,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,,Sleep.Goal,2026-04-13 14:59:59.999,fd37eaf7-cbb4-4fdf-b151-8fd0e4e44e74,
4,2026-04-26 00:00:00.000,,,0,,2026-04-30 15:27:32.118,2026-04-20 09:00:39.912,,step_streak_1_week_streak,,,UTC+0000,,SiE8w+zjCP,com.sec.android.app.shealth,,tracker.pedometer,2026-04-30 23:59:59.999,4d26cca5-a8d6-4f7a-a71e-64142c3b37ed,
1,2026-04-21 15:00:00.000,,,1,,2026-04-21 22:09:53.047,2026-04-21 22:09:53.047,,sleep_excellent_sleep,,,UTC+0900,,4FEhL4nduw,com.sec.android.app.shealth,,Sleep.Goal,2026-04-22 14:59:59.999,08e0ece5-3b94-4fbc-bce6-7815a938b7b4,
,2026-04-22 00:00:00.000,,,1,,2026-04-21 22:09:57.283,2026-04-21 22:09:57.283,,vitality_excellent,,,UTC+0000,,4FEhL4nduw,com.sec.android.app.shealth,,tracker.vitality,2026-04-22 00:00:00.000,5e03f787-6526-456d-981e-5226fdb5a084,
0,2026-05-01 00:00:00.000,,,2,,2026-05-01 10:55:31.098,2026-04-30 15:00:07.272,,daily_activity_month_streak_may,,,UTC+0000,{"a":false},4FEhL4nduw,com.sec.android.app.shealth,,tracker.daily_activity,2026-05-01 00:00:00.000,ff929b90-746d-4d83-96fb-8af3c3ea219e,
